Chromossome	First_index	Last_index	Citoband	Unkown	Size	TandemRepeats_dens	STRs_dens	LTRs_dens	DRs_density	CDSs_density	CDSIntron_density	CDSExon_density	five_prime_UTRs_density	five_prime_UTRIntron_density	five_prime_UTRExon_density	three_prime_UTRs_density	three_prime_UTRIntron_density	three_prime_UTRExon_density	exons_density	SNP_density	Indel_density	Inserts_density	Deletes_density
chr9	112100000	114899999	q32	gneg	2799999	0.026074295	0.0082660744	0.0216135791	0.352387983	0.0077439313	0.0060185736	0.0017253578	0.0054228591	0.0029396439	0.0024832152	0.0337278692	0.0332239404	0.0005039288	0.0656621663	0.0266064	0.0086757	0.0022428579	0.0064614309
chr9	114900000	119799999	q33.1	gpos75	4899999	0.0182071466	0.007948369	0.0129785741	0.1522643168	0.0022410209	0.0018842861	0.0003567348	0.0005314287	0.0001475511	0.0003838776	0.0069042871	0.0069042871	0.0	0.0177561261	0.0268455	0.0081237	0.0020010208	0.0061483686
chr9	119800000	123099999	q33.2	gneg	3299999	0.0217306126	0.0067030323	0.0171842476	0.3052655471	0.0106084881	0.0090557603	0.0015527277	0.0048815166	0.0020548491	0.0028266675	0.0266909172	0.0262678867	0.0004230304	0.0645303226	0.0257961	0.0081433	0.0020681824	0.0061033352
chr9	123100000	127499999	q33.3	gpos25	4399999	0.0332431894	0.0074770472	0.0288602338	0.3340905305	0.0051393193	0.0038502281	0.0012890912	0.0029272734	0.0011079548	0.0018193186	0.0207243229	0.020356141	0.0003681819	0.040977282	0.0261739	0.0082011	0.0022556823	0.0059809105
chr9	127500000	130599999	q34.11	gneg	3099999	0.0663055053	0.0117977457	0.0604826002	0.4768575732	0.013037101	0.010540326	0.002496775	0.0092980675	0.0047535499	0.0045445176	0.0376874315	0.037028399	0.0006590325	0.0980209994	0.0279619	0.0088736	0.002442904	0.0064670989
chr9	130600000	131099999	q34.12	gpos25	499999	0.0565441131	0.0103320207	0.0516781034	0.3618067236	0.0101360203	0.0089020178	0.0012340025	0.0064420129	0.0018160036	0.0046260093	0.0318300637	0.0318300637	0.0	0.0510901022	0.0307881	0.009608	0.0026340053	0.0070540141
chr9	131100000	133099999	q34.13	gneg	1999999	0.0378530189	0.0070540035	0.0333000167	0.3571101786	0.0125080063	0.0087130044	0.0037950019	0.0044830022	0.0024755012	0.002007501	0.0267240134	0.0250810125	0.0016430008	0.0613390307	0.0287185	0.0089475	0.0023240012	0.0066680033
chr9	133100000	134499999	q34.2	gpos25	1399999	0.0700043357	0.0175364411	0.0642764745	0.4504781789	0.0081935773	0.0066921476	0.0015014296	0.0086228633	0.0043850031	0.0042378602	0.0288900206	0.0286393062	0.0002507145	0.0601879001	0.0341707	0.0099793	0.0024728589	0.0075671483
chr9	134500000	138394716	q34.3	gneg	3894716	0.0823007377	0.0116670895	0.0781022288	0.3398242645	0.017218457	0.0146691055	0.0025493515	0.0068690503	0.0031845711	0.0036844792	0.0324116059	0.0313858571	0.0010257487	0.0914385028	0.0321012	0.0090487	0.0022615256	0.0068189824
chr10	0	2999999	p15.3	gneg	2999999	0.0814060271	0.0114726705	0.0762546921	0.1914990638	0.0034423345	0.0015683339	0.0018740006	0.001982334	0.0004210001	0.0015613339	0.01000767	0.0099493366	5.83334e-05	0.0326590109	0.0329723	0.010894	0.0027776676	0.0081553361
chr10	3000000	3799999	p15.2	gpos25	799999	0.0529838162	0.0126687658	0.046410058	0.3297029121	0.0038550048	0.003168754	0.0006862509	0.0019875025	0.0003525004	0.001635002	0.0099875125	0.0099875125	0.0	0.0582825729	0.0332338	0.0106925	0.0026850034	0.00803626
chr10	3800000	6599999	p15.1	gneg	2799999	0.0304707252	0.0101317893	0.0250464375	0.3746551338	0.0049653589	0.0041503586	0.0008150003	0.0026760724	0.0015282148	0.0011478576	0.010660361	0.0104125037	0.0002478572	0.0489275175	0.0316389	0.0096889	0.0026035724	0.0071292883
chr10	6600000	12199999	p14	gpos75	5599999	0.0275755406	0.0101264304	0.0216912539	0.2153775385	0.0020480361	0.0014282145	0.0006198215	0.0008369644	0.0002351786	0.0006017858	0.0082480372	0.0081753586	7.26786e-05	0.0292773267	0.0295005	0.0088121	0.0023437504	0.0065001797
chr10	12200000	17299999	p13	gneg	5099999	0.0298666725	0.0090150998	0.0244809852	0.2458090678	0.0035405889	0.0025000005	0.0010405884	0.0031915693	0.0012486277	0.0019429416	0.0161141208	0.0158829443	0.0002311765	0.0312653002	0.0317994	0.0090369	0.0024245103	0.0066394131
chr10	17300000	18299999	p12.33	gpos75	999999	0.0254810255	0.0096740097	0.0210880211	0.2030822031	0.0028950029	0.0015680016	0.0013270013	0.0023000023	0.0009390009	0.0013610014	0.0155960156	0.0154500155	0.0001460001	0.0338160338	0.031205	0.008884	0.0024500025	0.0064780065
chr10	18300000	18399999	p12.32	gneg	99999	0.0198201982	0.0079600796	0.0151401514	0.1204612046	0.0	0.0	0.0	0.0036300363	0.0	0.0036300363	0.0	0.0	0.0	0.0174301743	0.0306003	0.0083601	0.0022200222	0.006200062
chr10	18400000	22299999	p12.31	gpos75	3899999	0.0292300075	0.0140097472	0.0243438524	0.1717728646	0.0023184621	0.0017207697	0.0005976925	0.0014800004	0.0009684618	0.0005115386	0.0084271816	0.008273079	0.0001541026	0.0232218008	0.0292285	0.0089003	0.0023774365	0.0065538478
chr10	22300000	24299999	p12.2	gneg	1999999	0.0208760104	0.0086980043	0.0164355082	0.2202971101	0.0028560014	0.0023300012	0.0005260003	0.0025300013	0.0007155004	0.0018145009	0.0077325039	0.0076915038	4.1e-05	0.0205905103	0.0278565	0.008167	0.0021050011	0.006089003
chr10	24300000	29299999	p12.1	gpos50	4999999	0.0270852054	0.0089086018	0.0217126043	0.2193200439	0.004886201	0.0042804009	0.0006058001	0.0021556004	0.0006866001	0.0014690003	0.0117064023	0.0115232023	0.0001832	0.0333948067	0.0275266	0.009344	0.0024540005	0.0069308014
chr10	29300000	31099999	p11.23	gneg	1799999	0.0305822392	0.0104738947	0.02392168	0.367587982	0.0053522252	0.0018538899	0.0034983353	0.0017583343	0.0005861114	0.0011722229	0.007016115	0.0068338927	0.0001822223	0.030326128	0.0296572	0.0087222	0.0023727791	0.0063905591
chr10	31100000	34199999	p11.22	gpos25	3099999	0.0215783941	0.0071145184	0.0171835539	0.2794258966	0.0022667749	0.001863549	0.0004032259	0.0018483877	0.0009141938	0.0009341938	0.0090677449	0.0088864545	0.0001812904	0.0261664601	0.027541	0.0086848	0.0021819362	0.0065300021
chr10	34200000	37999999	p11.21	gneg	3799999	0.0268747439	0.0075926336	0.0222371111	0.1737263615	0.0025442112	0.0024197375	0.0001244737	0.0020863163	0.0007568423	0.001329474	0.0048710539	0.0047342118	0.0001368421	0.0189263208	0.0270737	0.0085882	0.0022565795	0.0063613175
chr10	38000000	39799999	p11.1	acen	1799999	0.4834686019	0.0767089315	0.4115996731	0.0286905715	0.002167779	0.0020177789	0.0001500001	0.0003988891	0.0001627779	0.0002361112	0.0091444495	0.0091444495	0.0	0.0253766808	0.02814	0.0055833	0.0013827785	0.0042172246
chr10	39800000	41599999	q11.1	acen	1799999	0.996344998	4.22222e-05	0.996344998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	41600000	45499999	q11.21	gneg	3899999	0.0994233588	0.0226369289	0.0807854053	0.2160126195	0.0039302574	0.0031433341	0.0007869233	0.0018497441	0.0009884618	0.0008612823	0.0095225665	0.0095225665	0.0	0.0443215498	0.0267159	0.0078313	0.0019466672	0.005915899
chr10	45500000	48599999	q11.22	gpos25	3099999	0.0279319445	0.0076432283	0.0237509754	0.2245062015	0.007466454	0.0064612924	0.0010051616	0.0030193558	0.0008077422	0.0022116136	0.0148600048	0.0144406498	0.000419355	0.0448751758	0.0145387	0.0040603	0.0010529036	0.0030251623
chr10	48600000	51099999	q11.23	gneg	2499999	0.0214476086	0.0076776031	0.0171704069	0.2481732993	0.0082628033	0.0072284029	0.0010344004	0.0030916012	0.0009384004	0.0021532009	0.0234656094	0.0230444092	0.0004212002	0.0541400217	0.025318	0.0065944	0.0016332007	0.004987202
chr10	51100000	59399999	q21.1	gpos100	8299999	0.0184089179	0.0061691574	0.0145556644	0.0974679636	0.0012187953	0.0009692772	0.0002495181	0.0003946988	0.0001116868	0.0002830121	0.0052439765	0.0052167476	2.72289e-05	0.0121351822	0.0272798	0.0089686	0.0023678316	0.006635061
chr10	59400000	62799999	q21.2	gneg	3399999	0.0154864751	0.0062041195	0.0117194152	0.2771744933	0.0051441192	0.004239413	0.0009047061	0.0016076475	0.0005517649	0.0010558827	0.0113823563	0.0112652974	0.0001170589	0.0249514779	0.0267191	0.0078097	0.0020147065	0.0058135311
chr10	62800000	68799999	q21.3	gpos100	5999999	0.024273504	0.0066958344	0.0202270034	0.126294021	0.0029865005	0.001789167	0.0011973335	0.0015005003	0.0005526668	0.0009478335	0.0096725016	0.0094365016	0.000236	0.0230886705	0.0267047	0.0089218	0.002280667	0.0066650011
chr10	68800000	73099999	q22.1	gneg	4299999	0.0302446582	0.007656746	0.0255527966	0.3967382318	0.0072346528	0.0050960477	0.0021386051	0.0038044195	0.001132791	0.0026716285	0.0245418662	0.0244430289	9.88372e-05	0.0506004769	0.0282379	0.0084909	0.0022276749	0.0063051177
chr10	73100000	75899999	q22.2	gpos50	2799999	0.0289992961	0.0058107164	0.0249800089	0.3089797532	0.0090532175	0.007570717	0.0014825005	0.0032542869	0.0014792862	0.0017750006	0.0199728643	0.0197850071	0.0001878572	0.0593818069	0.0236729	0.0081468	0.0021610722	0.0060028593
chr10	75900000	80299999	q22.3	gneg	4399999	0.0213081867	0.00803682	0.0167904584	0.3408125775	0.0027606824	0.0020065914	0.0007540911	0.0021547732	0.0012818185	0.0008729547	0.0124209119	0.012349321	7.15909e-05	0.0452786467	0.0267173	0.0070927	0.001825455	0.0052927285
chr10	80300000	86099999	q23.1	gpos100	5799999	0.0190624171	0.0061774149	0.0154387958	0.0947558784	0.0017275865	0.0012510347	0.0004765518	0.0010555174	0.0003822414	0.000673276	0.0079072427	0.0078815531	2.56897e-05	0.0176406927	0.0274614	0.0081393	0.0020941383	0.0060712079
chr10	86100000	87699999	q23.2	gneg	1599999	0.0280937676	0.0075237547	0.0236556398	0.2697151686	0.0077481298	0.0050225031	0.0027256267	0.0037231273	0.0012293758	0.0024937516	0.0169468856	0.0156412598	0.0013056258	0.0683444177	0.0215888	0.006875	0.0017893761	0.0051237532
chr10	87700000	91099999	q23.31	gpos75	3399999	0.016842652	0.0057414723	0.0134029451	0.2725312566	0.0050308838	0.0040305894	0.0010002944	0.0037564717	0.0017755888	0.0019808829	0.0200308882	0.019335888	0.0006950002	0.0484188378	0.0259979	0.0084212	0.0021479418	0.0063064724
chr10	91100000	92299999	q23.32	gneg	1199999	0.0245933538	0.005628338	0.0213441845	0.2049843375	0.003200836	0.0016300014	0.0015708346	0.001975835	0.0001175001	0.0018583349	0.0195900163	0.0195900163	0.0	0.0341291951	0.0235442	0.007935	0.0020550017	0.0059050049
chr10	92300000	95299999	q23.33	gpos50	2999999	0.027144009	0.0061763354	0.0234376745	0.2146097382	0.0048180016	0.0030056677	0.0018123339	0.0023230008	0.0007893336	0.0015336672	0.0206690069	0.0201646734	0.0005043335	0.0487566829	0.0258903	0.008397	0.0021863341	0.0062320021
chr10	95300000	97499999	q24.1	gneg	2199999	0.0286836494	0.0072581851	0.0239800109	0.3898429045	0.0106772776	0.0092895497	0.0013877279	0.0035977289	0.0014090915	0.0021886374	0.0373954715	0.0372050169	0.0001904546	0.0733977606	0.0250114	0.0081532	0.0021013646	0.0060854573
chr10	97500000	100099999	q24.2	gpos50	2599999	0.0260823177	0.0064503871	0.0216827006	0.2257785484	0.0068700026	0.0038411553	0.0030288473	0.0022780778	0.0007180772	0.0015600006	0.0183119301	0.0180976993	0.0002142309	0.0363380909	0.0253508	0.0077669	0.0020780777	0.0057165407
chr10	100100000	101199999	q24.31	gneg	1099999	0.0245054768	0.0088227353	0.0186818352	0.2573020521	0.0117127379	0.0089909173	0.0027218207	0.0098463726	0.0061909147	0.0036554579	0.0420891292	0.0412073102	0.000881819	0.0895000814	0.0252909	0.0080173	0.0022063656	0.005847278
chr10	101200000	103099999	q24.32	gpos25	1899999	0.0435600229	0.0079678989	0.0391115995	0.3439475494	0.0146379024	0.0128047436	0.0018331589	0.0070989511	0.0037768441	0.003322107	0.03397686	0.0328326489	0.0011442111	0.0755905661	0.0225395	0.0074947	0.0018810536	0.0056263188
chr10	103100000	103999999	q24.33	gneg	899999	0.0430478256	0.0082244536	0.03896671	0.4609082899	0.0104577894	0.0058633398	0.0045944495	0.0070600078	0.0015022239	0.005557784	0.0353011503	0.0347478164	0.0005533339	0.0670234078	0.0239456	0.0075822	0.00196778	0.0056455618
chr10	104000000	110099999	q25.1	gpos100	6099999	0.0168527896	0.0068596733	0.0127357398	0.1018941151	0.0013496724	0.0005909837	0.0007586886	0.000635246	0.0002227869	0.0004124591	0.0040875417	0.0040573777	3.01639e-05	0.0118775429	0.0281831	0.0084305	0.0021024594	0.0063536076
chr10	110100000	113099999	q25.2	gneg	2999999	0.0196916732	0.0058430019	0.0160903387	0.3079501027	0.0025803342	0.0017453339	0.0008350003	0.0025423342	0.0011173337	0.0014250005	0.0147576716	0.0144760048	0.0002816668	0.0362130121	0.0280243	0.0088127	0.0022583341	0.0065956689
chr10	113100000	117299999	q25.3	gpos75	4199999	0.0196047666	0.006798335	0.0154373846	0.2377119614	0.004722144	0.0035050008	0.0012171431	0.0028169054	0.0015059527	0.0013109527	0.0193876237	0.0191009569	0.0002866667	0.0376988185	0.0267233	0.0084664	0.0021926196	0.0063052396
chr10	117300000	119899999	q26.11	gneg	2599999	0.0297038576	0.0085438494	0.024280394	0.2855631868	0.0038353861	0.0026923087	0.0011430774	0.0031134627	0.0011957697	0.001917693	0.0213900082	0.0213373159	5.26923e-05	0.0471304027	0.0271623	0.0086862	0.0021846162	0.006541541
chr10	119900000	121399999	q26.12	gpos50	1499999	0.0173620116	0.0060493374	0.0138066759	0.1538987693	0.0005073337	0.0005073337	0.0	0.0002146668	0.0001626668	5.2e-05	0.005934004	0.005934004	0.0	0.0245713497	0.0279314	0.0083487	0.0022353348	0.0061393374
chr10	121400000	125699999	q26.13	gneg	4299999	0.0287160532	0.0068765132	0.0251172151	0.3027496053	0.0063332573	0.004799536	0.0015337213	0.0038258148	0.0021527912	0.0016730236	0.0168281434	0.0166102364	0.000217907	0.041995126	0.0292754	0.0084267	0.0022474424	0.0062055828
chr10	125700000	128799999	q26.2	gpos50	3099999	0.0250474274	0.0073319378	0.0214838779	0.2197197483	0.0050954855	0.0036825818	0.0014129037	0.0026193557	0.0013477424	0.0012716133	0.009701616	0.0085532286	0.0011483875	0.0263909763	0.0303065	0.0081903	0.0021406459	0.0060738729
chr10	128800000	133797421	q26.3	gneg	4997421	0.0748882273	0.0118493119	0.0710144292	0.2046201431	0.0040198735	0.002834462	0.0011854114	0.0017665112	0.0006827522	0.001083759	0.0156660806	0.0151250015	0.0005410791	0.0441653805	0.0319697	0.0093516	0.0023446093	0.0070520374
chr11	0	2799999	p15.5	gneg	2799999	0.102903251	0.0137264335	0.0970675347	0.4261944379	0.0253600091	0.023688937	0.001671072	0.0146310767	0.0093596462	0.0052714305	0.0256403663	0.0238967942	0.0017435721	0.1371489776	0.0297175	0.0085221	0.002080715	0.0064810737
chr11	2800000	11699999	p15.4	gpos50	8899999	0.0240411263	0.0056652815	0.0204651708	0.2756803681	0.0167369682	0.0156148332	0.001122135	0.0066494389	0.0035878656	0.0030615734	0.0278292166	0.0272288795	0.0006003371	0.0836313577	0.0288937	0.0088572	0.0023979778	0.0064929221
chr11	11700000	13799999	p15.3	gneg	2099999	0.0139638162	0.0042909544	0.0114719102	0.3575673131	0.0034619064	0.0030923824	0.000369524	0.0028404775	0.0011200005	0.001720477	0.0163895316	0.0163895316	0.0	0.0418685914	0.0280838	0.0089891	0.0024738107	0.0065438126
chr11	13800000	16899999	p15.2	gpos50	3099999	0.0180558123	0.0055600018	0.0146974241	0.231065881	0.0019351619	0.0015358069	0.000399355	0.002522904	0.0015325811	0.0009903229	0.008650648	0.0085664544	8.41936e-05	0.0246354918	0.0249181	0.0076761	0.0019358071	0.0057664535
chr11	16900000	21999999	p15.1	gneg	5099999	0.0217135337	0.0064582366	0.0178423564	0.2053578834	0.0057864717	0.0047370598	0.001049412	0.0038088243	0.0018947063	0.001914118	0.0148792186	0.014397846	0.0004813726	0.0401690275	0.0282355	0.0082643	0.0021152945	0.0061692169
chr11	22000000	26199999	p14.3	gpos100	4199999	0.0199976238	0.0080645257	0.0158800038	0.0551400131	0.000684524	0.0004973811	0.0001871429	0.0005780954	0.0002828572	0.0002952382	0.0043614296	0.0043614296	0.0	0.014009051	0.0293674	0.0101019	0.0025492863	0.0075852399
chr11	26200000	27199999	p14.2	gneg	999999	0.0163650164	0.0070650071	0.0121230121	0.1107201107	0.0024380024	0.0021040021	0.0003340003	0.0026590027	0.0012060012	0.0014530015	0.0126650127	0.0126650127	0.0	0.0200560201	0.026473	0.008699	0.0023370023	0.0064000064
chr11	27200000	30999999	p14.1	gpos75	3799999	0.0159028989	0.0058342121	0.0119610558	0.1381558258	0.0019902637	0.0016168425	0.0003734212	0.002327369	0.001291053	0.0010363161	0.0078978968	0.007801581	9.63158e-05	0.0226673744	0.0252516	0.0078632	0.0019494742	0.0059402647
chr11	31000000	36399999	p13	gneg	5399999	0.0198705592	0.0060677789	0.0156485214	0.2915659799	0.0051827787	0.0040196304	0.0011631484	0.0054625936	0.0033772228	0.0020853708	0.0232179673	0.0230144487	0.0002035186	0.0504259353	0.02606	0.0080881	0.0020894448	0.0060237048
chr11	36400000	43399999	p12	gpos100	6999999	0.0209557173	0.0070244296	0.0167851453	0.0532004362	0.0013168573	0.0012530002	6.38572e-05	0.000678143	0.0002328572	0.0004452858	0.0033965719	0.0033965719	0.0	0.00994443	0.0280347	0.0087166	0.0023457146	0.0064040009
chr11	43400000	48799999	p11.2	gneg	5399999	0.0502420463	0.0064346308	0.04625149	0.3037535748	0.0092337054	0.0076603718	0.0015733336	0.0053946306	0.0030557413	0.0023388893	0.0186550035	0.0183798182	0.0002751852	0.0583126034	0.0266185	0.0075791	0.0019657411	0.0056327788
chr11	48800000	50999999	p11.12	gpos75	2199999	0.236937835	0.0054040934	0.2338960154	0.0315118325	0.0021772737	0.0021772737	0.0	0.0004695457	0.0003190911	0.0001504546	0.0012654551	0.0012181824	4.72727e-05	0.0209500095	0.0292218	0.006385	0.001736819	0.0046613658
chr11	51000000	53399999	p11.11	acen	2399999	0.9673549864	0.0	0.9673549864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	53400000	55799999	q11	acen	2399999	0.6202073418	0.0018716674	0.619280258	0.0060808359	0.0057383357	0.0055658357	0.0001725001	0.0004883335	3.33333e-05	0.0004550002	0.0026716678	0.0026716678	0.0	0.0182795909	0.0239771	0.0039988	0.0011437505	0.0028741679
chr11	55800000	60099999	q12.1	gpos75	4299999	0.023706052	0.0071327924	0.0190216323	0.1774579482	0.0205562839	0.0194816324	0.0010746514	0.0071616296	0.003240931	0.0039206986	0.0298237279	0.029640472	0.0001832559	0.0843872289	0.0270135	0.0081733	0.0020911633	0.0061160479
chr11	60100000	61899999	q12.2	gneg	1799999	0.0334816853	0.0090805606	0.0284611269	0.4187268993	0.0164894536	0.0133438963	0.0031455573	0.0161327867	0.0126244515	0.0035083353	0.0372116873	0.0366727982	0.0005388892	0.1109111727	0.0259756	0.0075728	0.0020383345	0.0055716698
chr11	61900000	63599999	q12.3	gpos25	1699999	0.0518929717	0.0068888276	0.047537675	0.3024201779	0.0278923693	0.0257594269	0.0021329424	0.0116388304	0.0075100044	0.004128826	0.0319759012	0.0307164887	0.0012594125	0.0954582914	0.0270712	0.0079029	0.0020211777	0.0059082388
chr11	63600000	66099999	q13.1	gneg	2499999	0.0536488215	0.0090496036	0.0482148193	0.484880994	0.0288828116	0.02496401	0.0039188016	0.0189960076	0.0109608044	0.0080352032	0.0414464166	0.0404584162	0.0009880004	0.1533408613	0.0258444	0.0083512	0.0021892009	0.0061892025
chr11	66100000	68699999	q13.2	gpos25	2599999	0.0493642498	0.0071776951	0.044471171	0.3990282304	0.0198511615	0.0162303909	0.0036207706	0.0116696199	0.0067826949	0.004886925	0.03387309	0.032496551	0.001376539	0.0974669606	0.0259692	0.0078004	0.0019584623	0.0058719253
chr11	68700000	70499999	q13.3	gneg	1799999	0.0537622521	0.0200355667	0.044418358	0.3748935416	0.0084644491	0.0063866702	0.0020777789	0.0030405572	0.0013327785	0.0017077787	0.025582792	0.0252244585	0.0003583335	0.0586955882	0.0311811	0.0084656	0.002202779	0.0063044479
chr11	70500000	75499999	q13.4	gpos50	4999999	0.0358484072	0.0084290017	0.0309674062	0.3452626691	0.0096478019	0.0082918017	0.0013560003	0.0073324015	0.0043834009	0.0029490006	0.0291436058	0.0284026057	0.0007410001	0.0725700145	0.026245	0.0078236	0.0020324004	0.0058256012
chr11	75500000	77399999	q13.5	gneg	1899999	0.0233184333	0.0068568457	0.0192636943	0.3539849231	0.0090578995	0.0079042147	0.0011536848	0.0059215821	0.0026968435	0.0032247385	0.0295826471	0.0294415944	0.0001410527	0.0655068766	0.0265795	0.0079142	0.0021684222	0.0057705294
chr11	77400000	85899999	q14.1	gpos100	8499999	0.0183785904	0.0062552949	0.0144784723	0.1601266071	0.0037854122	0.0032262357	0.0005591765	0.0028138827	0.0016304708	0.0011834119	0.0106844718	0.0106016483	8.28235e-05	0.0288034152	0.0280233	0.0080626	0.002087412	0.0060043536
chr11	85900000	88599999	q14.2	gneg	2699999	0.0241388978	0.0068977803	0.0204211187	0.2346134202	0.0031122234	0.0023377786	0.0007744447	0.002032223	0.0014962969	0.0005359261	0.0137448199	0.0135655606	0.0001792593	0.0410763115	0.0283126	0.0090204	0.0021948156	0.0068562988
chr11	88600000	92999999	q14.3	gpos100	4399999	0.0190818225	0.0067229561	0.0151418216	0.0853695649	0.0032006825	0.0018947732	0.0013059094	0.0018240913	0.0011859094	0.000638182	0.0037295463	0.0036234099	0.0001061364	0.021862505	0.0253189	0.0078184	0.0020177277	0.0058329559
chr11	93000000	97399999	q21	gneg	4399999	0.0173390948	0.005923865	0.0142890942	0.2365693719	0.0064186378	0.0052415921	0.0011770457	0.0053113648	0.0037788645	0.0015325003	0.020717732	0.0205690956	0.0001486364	0.045398874	0.0269536	0.0084573	0.0021836369	0.0062965923
chr11	97400000	102299999	q22.1	gpos100	4899999	0.0190669427	0.0056338787	0.0155412277	0.0816292003	0.0017675514	0.0014881636	0.0002793878	0.0007969389	0.0002789796	0.0005179593	0.0064904095	0.0064344911	5.59184e-05	0.0124783699	0.0289116	0.0093973	0.0023897964	0.0070344912
chr11	102300000	102999999	q22.2	gneg	699999	0.0175143107	0.0052042931	0.013775734	0.3887476982	0.0075285822	0.0060442943	0.0014842878	0.0078757255	0.0066142952	0.0012614304	0.0160814515	0.0152957361	0.0007857154	0.0455243507	0.0285686	0.0080914	0.0020842887	0.0060257229
chr11	103000000	110599999	q22.3	gpos100	7599999	0.0188157919	0.0059067113	0.0149340809	0.14385844	0.0040378953	0.0036334215	0.0004044737	0.0023680266	0.0012406581	0.0011273686	0.0139513176	0.0137430281	0.0002082895	0.0322719779	0.0261932	0.0087138	0.0021765792	0.0065638167
chr11	110600000	112699999	q23.1	gneg	2099999	0.0191138186	0.0066257174	0.0153028644	0.2758196552	0.0061404791	0.0048823833	0.0012580958	0.0055080979	0.0023814297	0.0031266682	0.0230909634	0.0229062014	0.000184762	0.0581881229	0.0257381	0.0079371	0.0020323819	0.0059285743
chr11	112700000	114599999	q23.2	gpos50	1899999	0.0153536923	0.0055900029	0.0109847426	0.3007927899	0.0074500039	0.0060273716	0.0014226323	0.0050073711	0.0023710539	0.0026363172	0.018726852	0.0179605358	0.0007663162	0.0462058138	0.0275874	0.0074263	0.0020063168	0.0054421081
chr11	114600000	121299999	q23.3	gneg	6699999	0.0291383626	0.0073583593	0.0244508992	0.3220013913	0.0081179117	0.0068538816	0.00126403	0.0055611949	0.0030407467	0.0025204481	0.0243271678	0.0238204513	0.0005067165	0.0756761307	0.0278325	0.0083533	0.0021820899	0.0061986576
chr11	121300000	123999999	q24.1	gpos50	2699999	0.024194083	0.0085770402	0.0190466737	0.3429104974	0.0054411131	0.0049040759	0.0005370372	0.0037548162	0.0022918527	0.0014629635	0.0147211166	0.0145992647	0.0001218519	0.0500229815	0.0273496	0.0083048	0.0020600008	0.006269632
chr11	124000000	127899999	q24.2	gneg	3899999	0.021304108	0.0064302581	0.0173948763	0.2266133914	0.0092233357	0.0080815405	0.0011417952	0.005679745	0.0025061545	0.0031735906	0.0260379554	0.025864622	0.0001733334	0.0687974535	0.0277392	0.0086474	0.0021110262	0.0065738478
chr11	127900000	130899999	q24.3	gpos50	2999999	0.0207463402	0.0064590022	0.0166220055	0.3525237842	0.0044730015	0.0033866678	0.0010863337	0.0023670008	0.0005450002	0.0018220006	0.0189930063	0.0188183396	0.0001746667	0.0394056798	0.027889	0.008719	0.0022766674	0.0064783355
chr11	130900000	135086621	q25	gneg	4186621	0.0316204882	0.0093397516	0.0261590433	0.1871590478	0.001985372	0.0016055908	0.0003797812	0.0031803691	0.002473355	0.0007070141	0.0085171311	0.0083771614	0.0001399697	0.0353638412	0.0311084	0.0083745	0.0020116461	0.0063968054
chr12	0	3199999	p13.33	gneg	3199999	0.0409225128	0.0073146898	0.0361125113	0.3676419899	0.0071296897	0.0062393769	0.0008903128	0.0037793762	0.001722188	0.0020571881	0.0186034433	0.0178106306	0.0007928127	0.0533806417	0.0286575	0.0092306	0.0025331258	0.0067384396
chr12	3200000	5299999	p13.32	gpos25	2099999	0.0187042946	0.0061761934	0.0148876261	0.2616691722	0.0070938129	0.0061819077	0.0009119052	0.0036919065	0.0020866677	0.0016052389	0.0240447734	0.0238281066	0.0002166668	0.0705524145	0.0277562	0.0080286	0.0021971439	0.0058542885
chr12	5300000	9999999	p13.31	gneg	4699999	0.0394795829	0.0082238315	0.0349255393	0.3228196432	0.0115206407	0.0094148956	0.0021057451	0.0080236187	0.0040776604	0.0039459583	0.0219446855	0.0211885151	0.0007561704	0.0780685272	0.0262468	0.0085345	0.0021825537	0.006382129
chr12	10000000	12599999	p13.2	gpos75	2599999	0.0236488552	0.0053884636	0.0197911615	0.301367039	0.0114750044	0.010191927	0.0012830774	0.0051680789	0.003304232	0.0018638469	0.0287350111	0.0279665492	0.0007684618	0.0603219463	0.0270865	0.0091531	0.0023696163	0.0068107719
chr12	12600000	14599999	p13.1	gneg	1999999	0.025938513	0.0070010035	0.0215525108	0.2871526436	0.0058955029	0.0049925025	0.0009030005	0.0030495015	0.0012560006	0.0017935009	0.0326000163	0.0324455162	0.0001545001	0.0548995274	0.027109	0.008526	0.0021440011	0.0064100032
chr12	14600000	19799999	p12.3	gpos100	5199999	0.0183176958	0.0065069243	0.014655772	0.1592936845	0.0027853852	0.0023190389	0.0004663462	0.0027928852	0.0013140387	0.0014788464	0.0091953864	0.0088784632	0.0003169231	0.0297488519	0.0264712	0.0088344	0.0021482696	0.006719809
chr12	19800000	21099999	p12.2	gneg	1299999	0.0212577087	0.0065015435	0.017870783	0.1580085831	0.0017861552	0.0007815391	0.0010046162	0.0010784624	0.0002469233	0.0008315391	0.0080938524	0.0080938524	0.0	0.0172330902	0.0286069	0.0094831	0.0024807711	0.0070169285
